id,date,home_team,away_team,home_goals,away_goals,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Ball Possession_home,Ball Possession_away,Throw-ins_home,Throw-ins_away,result
p4p1t6dm,29.09.2017 20:30,Parma,Salernitana,2,2,7,9,6,3,1,6,25,13,5,3,0,3,1,4,13,22,2,0,1,3,,,,,118,101,51,51,58%,42%,,,D
Sl3eZlkK,25.09.2017 20:30,Palermo,Pro Vercelli,2,1,8,12,6,6,2,6,17,14,4,4,2,4,5,4,12,13,1,0,3,3,,,,,147,137,97,94,58%,42%,,,H
tdN0D7S0,24.09.2017 17:30,Cesena,Ascoli,0,2,9,9,2,2,7,7,10,16,5,3,2,1,0,2,14,9,0,0,3,2,,,,,104,125,63,55,50%,50%,,,A
pUTiFTcl,23.09.2017 15:00,Bari,Ternana,3,0,16,11,8,1,8,10,11,8,3,6,1,0,1,5,7,11,0,0,1,1,,,,,96,130,33,62,46%,54%,,,H
25OdEmDf,23.09.2017 15:00,Brescia,Foggia,2,2,9,5,4,3,5,2,11,19,10,4,7,2,1,2,12,9,0,0,3,1,,,,,166,110,120,76,52%,48%,,,D
zJM4CRs7,23.09.2017 15:00,Cremonese,Pescara,0,0,4,8,0,4,4,4,20,17,7,5,1,4,4,0,16,16,0,0,2,2,,,,,105,105,82,81,53%,47%,,,D
ngQ8BocD,23.09.2017 15:00,Empoli,Cittadella,0,1,9,4,5,1,4,3,23,15,10,4,0,1,0,5,15,22,0,0,2,4,,,,,104,92,81,48,60%,40%,,,A
tdqWSnSm,23.09.2017 15:00,Entella,AC Carpi,0,0,6,9,2,2,4,7,24,15,10,5,2,4,2,2,13,20,0,0,1,1,,,,,124,112,83,90,54%,46%,,,D
lb4izVZD,23.09.2017 15:00,Novara,Avellino,1,2,8,7,4,3,4,4,28,24,6,2,3,4,1,3,21,24,1,0,3,4,,,,,130,108,91,56,52%,48%,,,A
dO7aY84Q,23.09.2017 15:00,Perugia,Frosinone,1,0,5,12,2,8,3,4,20,20,3,7,3,5,8,1,17,15,0,0,3,2,,,,,87,116,57,108,48%,52%,,,H
bXgRTSCs,23.09.2017 15:00,Salernitana,Spezia,2,0,9,11,4,0,5,11,17,17,3,7,2,3,0,2,15,14,0,0,2,3,,,,,82,117,47,81,45%,55%,,,H
famzS6sf,23.09.2017 15:00,Venezia,Parma,0,1,10,3,5,2,5,1,11,7,7,2,1,2,1,5,6,9,0,0,3,2,,,,,108,114,83,56,50%,50%,,,A
QJDI0Ure,19.09.2017 20:30,AC Carpi,Foggia,1,3,9,12,3,5,6,7,14,12,5,3,2,1,2,2,10,13,1,0,3,1,,,,,82,106,69,68,43%,57%,,,A
tUnsKIqG,19.09.2017 20:30,Ascoli,Frosinone,0,1,11,11,4,5,7,6,16,10,5,5,0,1,4,4,10,15,0,0,2,0,,,,,115,135,47,39,50%,50%,,,A
CG9E1ATl,19.09.2017 20:30,Bari,Cremonese,1,0,10,6,4,3,6,3,22,20,5,4,3,1,3,3,17,21,0,0,3,2,,,,,97,88,85,76,54%,46%,,,H
8r3Nalb1,19.09.2017 20:30,Cittadella,Cesena,4,0,22,11,11,7,11,4,11,21,6,2,0,2,7,7,21,9,0,0,2,2,,,,,113,118,82,58,49%,51%,,,H
nZ1Rb8D7,19.09.2017 20:30,Palermo,Perugia,1,0,8,12,4,2,4,10,13,23,4,2,4,2,2,3,19,11,1,0,5,2,,,,,126,84,86,72,51%,49%,,,H
Euj9Nij8,19.09.2017 20:30,Parma,Empoli,1,2,5,12,4,8,1,4,15,15,9,3,3,3,6,3,12,12,0,0,0,2,,,,,102,88,75,50,53%,47%,,,A
hWlDMB5E,19.09.2017 20:30,Pescara,Entella,2,2,14,5,7,2,7,3,16,24,9,0,2,3,0,5,22,13,0,0,3,2,,,,,29,18,24,10,55%,45%,,,D
zevILVKK,19.09.2017 20:30,Pro Vercelli,Salernitana,1,1,12,11,4,4,8,7,12,17,7,6,1,0,3,3,16,12,0,0,2,3,,,,,110,103,94,69,58%,42%,,,D
lbrMKkzR,19.09.2017 20:30,Spezia,Novara,1,0,5,9,2,6,3,3,15,20,7,4,0,2,6,1,20,13,0,0,4,4,,,,,24,22,19,17,53%,47%,,,H
IgAA2jEr,18.09.2017 20:30,Avellino,Venezia,1,1,11,9,5,4,6,5,6,14,11,4,3,0,3,4,11,6,0,0,1,0,,,,,156,117,113,83,53%,47%,,,D
jREe8Lp4,16.09.2017 15:00,Brescia,Pro Vercelli,0,0,15,10,6,4,9,6,21,11,7,4,2,4,4,6,9,17,0,0,1,3,,,,,126,96,83,61,55%,45%,,,D
biI36aFG,16.09.2017 15:00,Cremonese,AC Carpi,1,1,8,8,2,4,6,4,20,11,3,7,0,3,3,1,11,17,0,0,2,1,,,,,71,98,27,63,47%,53%,,,D
tG785JUM,16.09.2017 15:00,Empoli,Ascoli,3,0,14,8,5,3,9,5,17,16,7,5,3,2,3,2,13,15,0,0,2,3,,,,,105,106,88,78,52%,48%,,,H
p2gYLvF3,16.09.2017 15:00,Entella,Ternana,3,1,8,19,4,8,4,11,15,19,4,12,0,1,7,1,19,14,0,0,2,1,,,,,98,120,60,107,44%,56%,,,H
K66C4wpT,16.09.2017 15:00,Foggia,Palermo,1,1,9,12,3,6,6,6,17,20,3,7,1,4,5,2,19,13,0,0,1,2,,,,,110,89,60,70,50%,50%,,,D
Cbbv0chp,16.09.2017 15:00,Frosinone,Bari,3,2,5,5,3,4,2,1,16,18,6,3,1,3,2,1,17,13,0,0,4,2,,,,,102,100,59,66,49%,51%,,,H
jkcraH7j,16.09.2017 15:00,Novara,Cittadella,1,0,12,12,6,8,6,4,7,19,1,2,0,5,8,5,19,7,0,0,2,4,,,,,77,98,44,57,50%,50%,,,H
hfyRN0pi,16.09.2017 15:00,Perugia,Parma,3,0,11,7,7,5,4,2,17,12,4,10,2,3,5,4,10,14,0,0,2,2,,,,,84,86,52,72,50%,50%,,,H
jufUMKac,16.09.2017 15:00,Salernitana,Pescara,2,2,10,10,7,5,3,5,16,24,3,3,3,1,3,5,22,15,0,0,3,3,,,,,98,103,69,63,50%,50%,,,D
plEa7u0A,15.09.2017 21:00,Cesena,Avellino,3,1,15,11,7,4,8,7,16,21,4,3,1,1,3,4,20,15,0,1,3,3,,,,,129,137,89,85,49%,51%,,,H
OhhxLbU9,15.09.2017 19:00,Venezia,Spezia,0,0,6,8,2,1,4,7,12,10,7,4,0,0,1,2,10,12,1,0,5,3,,,,,120,119,58,68,51%,49%,,,D
tfWXhtoH,11.09.2017 20:30,Cittadella,Perugia,1,1,11,8,7,1,4,7,17,27,7,2,8,3,0,6,19,14,0,0,4,1,,,,,141,125,115,79,56%,44%,,,D
29KtiKFT,10.09.2017 17:30,Parma,Brescia,0,1,6,6,2,2,4,4,23,22,7,3,5,0,1,2,17,23,1,0,3,3,,,,,124,127,105,78,48%,52%,,,A
CKRTgMVA,09.09.2017 15:00,AC Carpi,Salernitana,1,0,11,11,6,3,5,8,13,11,5,8,0,2,3,5,11,11,0,0,1,1,,,,,75,57,80,101,50%,50%,,,H
vVZGdOoh,09.09.2017 15:00,Ascoli,Novara,1,2,12,11,7,5,5,6,25,19,8,3,4,4,3,6,15,21,0,0,2,4,,,,,109,91,94,70,58%,42%,,,A
j5wLer1b,09.09.2017 15:00,Avellino,Foggia,5,1,13,12,9,3,4,9,19,14,2,3,3,2,2,4,11,17,0,0,2,4,,,,,73,108,59,80,48%,52%,,,H
YTSPf2G4,09.09.2017 15:00,Bari,Venezia,0,2,20,4,9,2,11,2,3,4,14,2,0,0,0,9,4,3,0,0,1,0,,,,,139,75,94,32,63%,37%,,,A
KpVyh00N,09.09.2017 15:00,Palermo,Empoli,3,3,10,8,3,5,7,3,13,19,5,3,3,4,2,0,16,9,0,0,3,2,,,,,105,111,63,57,53%,47%,,,D
hYajBN0o,09.09.2017 15:00,Pro Vercelli,Cremonese,1,4,11,10,4,8,7,2,17,18,4,5,3,0,4,3,15,17,0,0,3,2,,,,,132,110,78,62,53%,47%,,,A
WObfAsGi,09.09.2017 15:00,Spezia,Entella,2,1,8,5,4,2,4,3,13,20,8,3,0,2,1,2,20,11,0,0,2,3,,,,,96,103,80,69,48%,52%,,,H
CzGi91Vc,09.09.2017 15:00,Ternana,Cesena,1,0,10,9,5,1,5,8,19,23,5,6,3,2,1,4,20,17,0,0,1,2,,,,,81,103,56,87,50%,50%,,,H
vVB8nvOp,08.09.2017 20:30,Pescara,Frosinone,3,3,9,14,6,7,3,7,10,21,2,8,2,2,4,3,19,8,0,0,1,2,,,,,121,146,88,100,44%,56%,,,D
6Hy9bpHu,04.09.2017 20:30,Salernitana,Ternana,3,3,19,6,6,5,13,1,16,19,2,3,3,1,2,3,16,15,0,0,0,4,,,,,147,143,114,75,50%,50%,,,D
thPX0ILt,03.09.2017 20:30,Ascoli,Pro Vercelli,1,0,5,2,1,1,4,1,20,22,2,5,1,5,1,0,21,15,0,0,2,2,,,,,111,110,35,51,51%,49%,,,H
27Dtadjg,03.09.2017 20:30,Cesena,Venezia,0,0,6,9,0,1,6,8,11,13,5,3,0,0,1,0,13,11,0,0,2,0,,,,,111,107,49,50,55%,45%,,,D
drSqbG5a,03.09.2017 20:30,Cremonese,Avellino,3,1,8,7,5,2,3,5,25,19,4,2,5,4,1,2,14,21,0,0,0,2,,,,,94,119,75,85,48%,52%,,,H
IcGhdfzC,03.09.2017 20:30,Foggia,Entella,1,1,12,3,5,1,7,2,19,19,5,5,1,5,0,4,18,14,0,0,1,1,,,,,136,93,91,44,58%,42%,,,D
W0KdeEkI,03.09.2017 20:30,Frosinone,Cittadella,2,1,13,6,4,1,9,5,17,12,4,4,1,2,0,2,11,15,0,0,2,2,,,,,92,119,53,77,46%,54%,,,H
QNJ0fY4O,03.09.2017 20:30,Novara,Parma,0,1,11,6,3,3,8,3,23,27,5,8,1,1,2,3,26,22,0,0,3,2,,,,,100,96,80,63,42%,58%,,,A
4EI4ghKU,03.09.2017 20:30,Perugia,Pescara,4,2,8,3,4,2,4,1,20,16,2,12,4,3,0,0,12,17,0,0,3,3,,,,,93,100,64,99,49%,51%,,,H
p8zDc4Wo,03.09.2017 20:30,Spezia,AC Carpi,0,1,9,4,7,2,2,2,19,20,5,1,0,0,1,7,20,19,0,0,2,3,,,,,142,117,116,69,56%,44%,,,A
zZQmczL5,03.09.2017 17:30,Empoli,Bari,3,2,8,9,4,5,4,4,10,21,3,6,6,2,3,1,15,8,0,0,4,2,,,,,65,61,52,46,47%,53%,,,H
OGEx0xym,02.09.2017 18:00,Brescia,Palermo,0,0,7,5,3,1,4,4,18,16,1,3,2,3,1,3,14,15,0,0,3,0,,,,,97,114,43,51,52%,48%,,,D
MkXQ4RME,28.08.2017 20:30,Bari,Cesena,3,0,12,2,6,1,6,1,14,26,8,6,3,1,1,3,23,13,0,0,1,2,,,,,165,145,98,79,52%,48%,,,H
GAiBqHj6,27.08.2017 17:30,Pescara,Foggia,5,1,14,22,9,11,5,11,11,11,4,7,3,3,10,4,8,8,0,0,2,1,,,,,90,119,57,91,47%,53%,,,H
lb0fmais,26.08.2017 20:30,AC Carpi,Novara,1,0,7,7,2,4,5,3,16,22,5,6,2,0,4,1,20,16,0,0,3,2,,,,,112,131,50,86,40%,60%,,,H
raYM5778,26.08.2017 20:30,Avellino,Brescia,2,1,8,12,6,9,2,3,22,21,6,7,5,2,8,4,16,20,0,1,3,5,,,,,110,130,91,80,49%,51%,,,H
SlabnJ6m,26.08.2017 20:30,Cittadella,Ascoli,3,2,14,9,7,5,7,4,13,24,6,3,9,0,3,4,15,13,0,0,2,3,,,,,100,85,95,44,51%,49%,31,26,H
jTqOtFzP,26.08.2017 20:30,Entella,Perugia,1,5,7,14,2,10,5,4,12,22,7,3,3,0,5,1,19,12,0,1,2,0,,,,,52,53,44,39,41%,59%,21,10,A
ADl3owMg,26.08.2017 20:30,Palermo,Spezia,2,0,12,8,4,3,8,5,18,11,5,6,1,0,3,2,10,18,0,0,2,2,,,,,113,97,69,63,58%,42%,27,23,H
f1jFry6C,26.08.2017 20:30,Pro Vercelli,Frosinone,0,2,6,8,1,4,5,4,20,23,4,6,5,1,2,1,18,19,0,1,2,0,,,,,113,115,74,84,45%,55%,19,26,A
CxoKseLI,26.08.2017 20:30,Ternana,Empoli,1,1,17,12,6,4,11,8,15,13,7,5,2,2,3,5,11,13,0,0,3,2,,,,,77,81,50,54,52%,48%,28,24,D
4WX55bDP,26.08.2017 20:30,Venezia,Salernitana,0,0,6,4,2,2,4,2,17,11,5,7,2,2,2,2,9,15,0,0,3,2,,,,,67,70,36,46,50%,50%,,,D
Mmh7pcy0,25.08.2017 20:30,Parma,Cremonese,1,0,11,6,2,1,9,5,12,14,4,6,0,1,1,1,14,11,0,0,2,2,,,,,56,68,28,31,53%,47%,,,H
