id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Goal Kicks_home,Goal Kicks_away,Blocked Shots_home,Blocked Shots_away,result,Tackles_home,Tackles_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away
fkMOmttS,21.12.2021 19:00,Arab Contractors,Zamalek,1,2,42%,58%,5.0,17.0,2.0,7.0,2.0,4.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,2.0,378.0,514.0,281.0,421.0,81.0,123.0,41.0,71.0,11.0,15.0,13.0,16.0,17.0,10.0,1,0,,,1.0,6.0,A,12.0,16.0,,,,
GbNKlMQL,21.12.2021 16:30,Pyramids,El Gaish,3,0,71%,29%,8.0,6.0,3.0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,655.0,269.0,564.0,191.0,132.0,108.0,43.0,27.0,12.0,19.0,17.0,16.0,17.0,8.0,0,1,,,1.0,0.0,H,13.0,11.0,,,,
KWTBjrd9,21.12.2021 14:00,Smouha,El Ismaily,2,1,51%,49%,6.0,11.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,350.0,339.0,207.0,209.0,134.0,124.0,57.0,66.0,22.0,17.0,33.0,19.0,18.0,18.0,0,0,,,1.0,4.0,H,18.0,22.0,,,,
Q9U7iOt3,20.12.2021 19:00,Al Ittihad,Ceramica Cleopatra,4,4,48%,52%,14.0,16.0,6.0,6.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,328.0,345.0,195.0,223.0,110.0,121.0,55.0,78.0,17.0,10.0,13.0,21.0,16.0,16.0,0,0,,,6.0,5.0,D,16.0,10.0,,,,
nJV3h4Rd,20.12.2021 19:00,Misr Lel Makkasa,Eastern Company,0,0,55%,45%,19.0,7.0,5.0,2.0,6.0,4.0,5.0,6.0,1.0,1.0,2.0,5.0,3.0,1.0,318.0,256.0,202.0,158.0,103.0,87.0,71.0,50.0,8.0,13.0,26.0,20.0,15.0,10.0,0,0,,,8.0,1.0,D,14.0,21.0,,,,
A1nLTKld,20.12.2021 16:30,El Gouna,Enppi,1,1,70%,30%,21.0,15.0,5.0,5.0,11.0,4.0,7.0,9.0,0.0,4.0,4.0,4.0,4.0,3.0,492.0,225.0,397.0,133.0,142.0,96.0,96.0,66.0,11.0,10.0,13.0,12.0,14.0,17.0,0,0,,,5.0,6.0,D,17.0,17.0,,,,
WAmHU0Zk,20.12.2021 16:30,Ghazl El Mahallah,National Bank Egypt,1,1,43%,57%,8.0,10.0,4.0,1.0,3.0,6.0,1.0,4.0,1.0,1.0,0.0,3.0,2.0,3.0,317.0,425.0,211.0,328.0,103.0,146.0,48.0,59.0,18.0,11.0,16.0,23.0,16.0,18.0,0,0,,,1.0,3.0,D,6.0,15.0,,,,
xllDVtKq,20.12.2021 14:00,Pharco,Al Masry,0,1,56%,44%,18.0,8.0,4.0,3.0,12.0,3.0,5.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,459.0,370.0,364.0,270.0,117.0,108.0,63.0,44.0,20.0,18.0,10.0,18.0,17.0,17.0,1,0,,,2.0,2.0,A,15.0,14.0,,,,
2ecozNBS,13.12.2021 16:30,Al Masry,Misr Lel Makkasa,3,2,54%,46%,14.0,22.0,6.0,7.0,7.0,9.0,5.0,4.0,3.0,0.0,5.0,3.0,1.0,3.0,475.0,400.0,359.0,304.0,104.0,102.0,45.0,53.0,15.0,13.0,15.0,16.0,12.0,16.0,0,0,,,1.0,6.0,H,23.0,17.0,,,,
tt9xxqsG,27.11.2021 16:30,Eastern Company,El Gouna,0,2,43%,57%,14.0,15.0,4.0,7.0,9.0,4.0,9.0,4.0,1.0,1.0,5.0,4.0,3.0,3.0,313.0,423.0,206.0,316.0,117.0,134.0,66.0,58.0,20.0,10.0,31.0,26.0,19.0,20.0,0,0,,,1.0,4.0,A,22.0,15.0,,,,
C64YxPR9,26.11.2021 19:00,El Gaish,Future FC,1,0,37%,63%,9.0,11.0,4.0,5.0,4.0,6.0,4.0,6.0,4.0,1.0,5.0,3.0,5.0,1.0,254.0,426.0,167.0,333.0,109.0,122.0,52.0,73.0,10.0,13.0,32.0,30.0,12.0,10.0,0,0,,,1.0,0.0,H,19.0,20.0,,,,
YF5Uw5C3,26.11.2021 16:30,El Ismaily,Ghazl El Mahallah,0,0,60%,40%,15.0,6.0,3.0,4.0,8.0,1.0,5.0,2.0,4.0,1.0,4.0,3.0,0.0,2.0,401.0,235.0,379.0,216.0,110.0,95.0,69.0,42.0,20.0,21.0,13.0,19.0,17.0,16.0,0,0,,,4.0,1.0,D,4.0,16.0,,,,
jiGPvocc,26.11.2021 14:00,National Bank Egypt,Arab Contractors,2,1,56%,44%,9.0,11.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,0.0,1.0,2.0,1.0,2.0,428.0,323.0,344.0,220.0,119.0,106.0,56.0,44.0,11.0,12.0,16.0,20.0,9.0,11.0,0,1,,,1.0,4.0,H,8.0,10.0,,,,
xlCLuRsi,25.11.2021 15:00,Al Ahly,Smouha,4,1,52%,48%,11.0,7.0,5.0,1.0,6.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,446.0,397.0,370.0,324.0,103.0,92.0,61.0,68.0,10.0,19.0,19.0,12.0,19.0,14.0,0,0,,,0.0,3.0,H,13.0,8.0,,,,
OpOwHs5j,25.11.2021 15:00,Ceramica Cleopatra,Zamalek,0,1,53%,47%,11.0,11.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,447.0,388.0,355.0,315.0,109.0,112.0,51.0,41.0,19.0,11.0,18.0,18.0,13.0,18.0,0,0,,,4.0,2.0,A,8.0,10.0,,,,
pfPZHNkp,25.11.2021 14:00,Al Ittihad,Pharco,1,2,56%,44%,18.0,7.0,3.0,4.0,11.0,3.0,7.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,375.0,304.0,281.0,197.0,112.0,83.0,83.0,41.0,16.0,17.0,26.0,22.0,15.0,18.0,0,0,,,4.0,0.0,A,17.0,23.0,,,,
fF5FM3sT,23.11.2021 19:00,Future FC,Enppi,1,2,69%,31%,14.0,5.0,7.0,3.0,5.0,2.0,7.0,4.0,2.0,0.0,1.0,6.0,1.0,4.0,442.0,207.0,367.0,117.0,128.0,100.0,82.0,36.0,12.0,14.0,23.0,18.0,14.0,14.0,0,0,,,2.0,0.0,A,11.0,21.0,,,,
GO6BNqSM,23.11.2021 16:30,Arab Contractors,El Ismaily,1,1,64%,36%,22.0,7.0,7.0,3.0,12.0,4.0,11.0,3.0,0.0,0.0,2.0,6.0,2.0,0.0,474.0,278.0,375.0,185.0,129.0,100.0,73.0,31.0,16.0,17.0,24.0,18.0,17.0,15.0,0,1,,,3.0,0.0,D,9.0,12.0,,,,
M177OPCG,22.11.2021 19:00,El Gouna,Al Masry,0,3,52%,48%,11.0,12.0,1.0,5.0,7.0,5.0,3.0,4.0,2.0,8.0,2.0,1.0,4.0,3.0,306.0,282.0,223.0,200.0,105.0,114.0,51.0,68.0,26.0,16.0,19.0,26.0,15.0,19.0,0,0,,,3.0,2.0,A,14.0,10.0,,,,
8b33P5cA,22.11.2021 19:00,Zamalek,National Bank Egypt,1,1,60%,40%,17.0,4.0,5.0,2.0,9.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,525.0,369.0,433.0,254.0,129.0,88.0,92.0,30.0,16.0,13.0,21.0,18.0,12.0,24.0,0,0,,,3.0,0.0,D,6.0,14.0,,,,
QZDbQor4,22.11.2021 16:30,Ghazl El Mahallah,Al Ahly,2,3,49%,51%,12.0,14.0,4.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,414.0,424.0,322.0,332.0,119.0,106.0,59.0,55.0,11.0,8.0,16.0,16.0,10.0,11.0,0,0,,,2.0,3.0,A,16.0,23.0,,,,
I9AjS7Di,22.11.2021 14:00,Pyramids,Eastern Company,3,0,79%,21%,16.0,2.0,5.0,1.0,7.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,882.0,227.0,784.0,127.0,121.0,80.0,69.0,17.0,10.0,8.0,9.0,14.0,8.0,10.0,0,0,,,4.0,0.0,H,10.0,9.0,,,,
vJBnTmbo,21.11.2021 19:00,Misr Lel Makkasa,Al Ittihad,0,0,40%,60%,14.0,13.0,3.0,3.0,8.0,4.0,7.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,266.0,405.0,159.0,288.0,108.0,135.0,58.0,67.0,11.0,10.0,30.0,25.0,10.0,13.0,0,0,,,3.0,6.0,D,11.0,16.0,,,,
zoo6Kefo,21.11.2021 16:30,Pharco,Ceramica Cleopatra,1,0,57%,43%,10.0,12.0,1.0,2.0,5.0,7.0,3.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,443.0,309.0,297.0,181.0,123.0,117.0,45.0,85.0,9.0,14.0,20.0,34.0,13.0,8.0,0,0,,,4.0,3.0,H,25.0,14.0,,,,
QyJxxOPI,19.11.2021 19:00,Al Ahly,Arab Contractors,1,0,65%,35%,26.0,3.0,8.0,1.0,12.0,2.0,7.0,0.0,1.0,1.0,1.0,7.0,2.0,5.0,580.0,319.0,489.0,211.0,138.0,82.0,83.0,26.0,14.0,11.0,17.0,18.0,12.0,16.0,1,0,,,6.0,0.0,H,14.0,19.0,,,,
hOKUwpe6,19.11.2021 16:30,El Ismaily,Zamalek,0,2,42%,58%,10.0,11.0,3.0,3.0,5.0,4.0,3.0,9.0,2.0,1.0,1.0,3.0,5.0,2.0,353.0,462.0,269.0,372.0,81.0,116.0,38.0,78.0,13.0,17.0,16.0,24.0,17.0,13.0,0,0,,,2.0,4.0,A,19.0,14.0,,,,
WEJYx4AC,19.11.2021 16:30,Enppi,Smouha,1,1,46%,54%,8.0,13.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,314.0,386.0,240.0,309.0,98.0,100.0,57.0,42.0,21.0,20.0,12.0,19.0,20.0,15.0,0,0,,,1.0,4.0,D,24.0,20.0,,,,
zmQPvQu0,19.11.2021 14:00,Al Masry,Pyramids,2,2,43%,57%,12.0,14.0,5.0,8.0,5.0,4.0,4.0,3.0,0.0,2.0,6.0,3.0,6.0,1.0,328.0,440.0,235.0,369.0,106.0,98.0,46.0,51.0,19.0,11.0,19.0,18.0,11.0,19.0,1,0,,,2.0,2.0,D,26.0,20.0,,,,
ddRLu6Qg,19.11.2021 14:00,El Gaish,Ghazl El Mahallah,0,0,60%,40%,6.0,7.0,3.0,2.0,3.0,3.0,8.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,386.0,269.0,270.0,160.0,142.0,106.0,56.0,44.0,26.0,15.0,40.0,23.0,16.0,25.0,0,0,,,0.0,2.0,D,11.0,12.0,,,,
2ZRHtnBm,18.11.2021 19:00,Al Ittihad,El Gouna,1,0,41%,59%,8.0,10.0,3.0,2.0,4.0,7.0,7.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,276.0,399.0,187.0,315.0,97.0,98.0,54.0,40.0,9.0,18.0,19.0,31.0,26.0,10.0,0,0,,,1.0,1.0,H,20.0,9.0,,,,
lWNDsSes,18.11.2021 19:00,Ceramica Cleopatra,National Bank Egypt,1,0,41%,59%,11.0,12.0,2.0,5.0,8.0,6.0,5.0,4.0,1.0,3.0,5.0,1.0,1.0,4.0,348.0,502.0,240.0,381.0,104.0,132.0,51.0,70.0,17.0,12.0,24.0,28.0,14.0,15.0,0,0,,,1.0,1.0,H,6.0,18.0,,,,
rkoon8mQ,18.11.2021 16:30,Eastern Company,Future FC,1,4,39%,61%,12.0,17.0,3.0,9.0,4.0,7.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,0.0,373.0,594.0,293.0,509.0,115.0,116.0,61.0,61.0,13.0,10.0,22.0,16.0,12.0,17.0,0,0,,,5.0,1.0,A,12.0,13.0,,,,
4bnsmlYJ,18.11.2021 14:00,Pharco,Misr Lel Makkasa,2,0,41%,59%,5.0,15.0,5.0,4.0,0.0,6.0,4.0,7.0,6.0,5.0,4.0,3.0,4.0,0.0,285.0,401.0,178.0,299.0,89.0,122.0,42.0,81.0,25.0,23.0,15.0,27.0,16.0,20.0,1,0,,,0.0,5.0,H,13.0,12.0,,,,
IT80zBlE,05.11.2021 19:00,Zamalek,Al Ahly,3,5,49%,51%,13.0,8.0,4.0,6.0,9.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,369.0,406.0,,,135.0,101.0,82.0,39.0,,,,,16.0,16.0,0,0,,,,,A,,,,,,
GOUHBRBD,05.11.2021 16:30,Future FC,Al Masry,1,1,51%,49%,14.0,10.0,7.0,3.0,7.0,7.0,4.0,4.0,0.0,3.0,2.0,6.0,0.0,1.0,345.0,325.0,,,127.0,162.0,58.0,75.0,15.0,18.0,28.0,23.0,19.0,13.0,0,0,,,,,D,,,,,,
xYVDC7d7,05.11.2021 16:30,Ghazl El Mahallah,Enppi,3,0,45%,55%,7.0,8.0,3.0,0.0,4.0,8.0,5.0,2.0,,,0.0,1.0,2.0,1.0,,,,,109.0,128.0,48.0,60.0,14.0,11.0,16.0,26.0,,,0,0,,,,,H,,,,,,
8bR9Dms1,05.11.2021 14:00,Smouha,Eastern Company,3,0,46%,54%,8.0,3.0,5.0,0.0,3.0,3.0,3.0,5.0,,,0.0,2.0,3.0,0.0,,,,,99.0,111.0,53.0,56.0,12.0,19.0,20.0,25.0,,,0,0,,,,,H,,,,,,
U7S5ETRf,04.11.2021 19:00,Pyramids,Al Ittihad,3,0,60%,40%,8.0,7.0,6.0,1.0,2.0,6.0,2.0,7.0,3.0,5.0,1.0,3.0,1.0,1.0,433.0,225.0,,,107.0,104.0,47.0,54.0,,,,,10.0,12.0,0,0,,,,,H,,,,,,
nqw1F9Cl,04.11.2021 16:30,Arab Contractors,El Gaish,1,1,46%,54%,9.0,15.0,1.0,4.0,8.0,11.0,1.0,7.0,2.0,0.0,3.0,0.0,2.0,1.0,174.0,288.0,,,88.0,111.0,32.0,78.0,,,,,25.0,16.0,1,0,,,,,D,,,,,,
YuZdGkcr,04.11.2021 16:30,El Gouna,Pharco,1,0,52%,48%,9.0,11.0,5.0,3.0,4.0,8.0,8.0,7.0,3.0,2.0,3.0,4.0,4.0,0.0,237.0,215.0,,,104.0,126.0,64.0,69.0,,,,,19.0,15.0,0,0,,,,,H,,,,,,
G0nVKVlR,04.11.2021 14:00,Misr Lel Makkasa,Ceramica Cleopatra,0,0,39%,61%,2.0,17.0,1.0,3.0,1.0,14.0,1.0,6.0,4.0,1.0,4.0,2.0,2.0,2.0,129.0,388.0,,,103.0,118.0,39.0,68.0,6.0,11.0,,,8.0,10.0,1,0,,,,,D,,,,,,
xAmRLBZK,04.11.2021 14:00,National Bank Egypt,El Ismaily,1,0,54%,46%,8.0,7.0,6.0,2.0,2.0,5.0,6.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,245.0,178.0,,,104.0,93.0,49.0,44.0,4.0,5.0,,,11.0,12.0,0,0,,,,,H,,,,,,
rwRGa0dL,01.11.2021 19:00,Eastern Company,Ghazl El Mahallah,2,3,59%,41%,15.0,7.0,4.0,4.0,11.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,417.0,188.0,,,126.0,87.0,99.0,73.0,,,,,14.0,14.0,0,0,,,,,A,,,,,,
W2NC0tsF,01.11.2021 16:30,Al Masry,Smouha,0,0,48%,52%,7.0,11.0,3.0,2.0,4.0,9.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,237.0,295.0,,,112.0,121.0,49.0,51.0,,,,,23.0,17.0,0,0,,,,,D,,,,,,
lvY71MR8,31.10.2021 19:00,Al Ahly,National Bank Egypt,1,0,56%,44%,17.0,5.0,6.0,2.0,11.0,3.0,8.0,3.0,1.0,2.0,2.0,5.0,0.0,1.0,501.0,329.0,,,131.0,101.0,90.0,44.0,,,,,12.0,6.0,0,0,,,,,H,,,,,,
MXuMwJZ1,31.10.2021 16:30,El Gaish,Zamalek,0,2,44%,56%,13.0,13.0,3.0,5.0,10.0,8.0,5.0,5.0,3.0,1.0,3.0,3.0,0.0,2.0,241.0,364.0,,,101.0,110.0,50.0,53.0,,,,,12.0,23.0,0,0,,,,,A,,,,,,
AmZ322C2,31.10.2021 16:30,Pharco,Pyramids,1,2,48%,52%,8.0,7.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,311.0,352.0,,,98.0,94.0,45.0,34.0,,,,,16.0,18.0,0,0,,,,,A,,,,,,
6P7HNoS6,31.10.2021 14:00,Ceramica Cleopatra,El Ismaily,2,1,50%,50%,8.0,8.0,2.0,4.0,6.0,4.0,6.0,6.0,3.0,4.0,3.0,0.0,3.0,1.0,333.0,327.0,,,117.0,101.0,52.0,60.0,,,,,15.0,20.0,0,0,,,,,H,,,,,,
rssIvaKe,31.10.2021 14:00,Misr Lel Makkasa,El Gouna,2,0,45%,55%,10.0,11.0,3.0,1.0,7.0,10.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,3.0,198.0,320.0,,,101.0,118.0,57.0,70.0,,,,,17.0,13.0,0,1,,,,,H,,,,,,
SY8DORC0,30.10.2021 20:00,Enppi,Arab Contractors,3,2,41%,59%,12.0,18.0,5.0,5.0,7.0,13.0,1.0,5.0,0.0,4.0,3.0,2.0,3.0,3.0,182.0,423.0,,,81.0,115.0,26.0,77.0,,,,,20.0,15.0,0,0,,,,,H,,,,,,
YB99P7cf,30.10.2021 17:30,Al Ittihad,Future FC,3,2,41%,59%,12.0,16.0,6.0,8.0,6.0,8.0,2.0,7.0,0.0,0.0,6.0,3.0,3.0,3.0,194.0,372.0,,,93.0,111.0,40.0,77.0,,,,,23.0,14.0,0,0,,,,,H,,,,,,
CWsJ3jy1,28.10.2021 17:30,Ghazl El Mahallah,Al Masry,1,1,45%,55%,5.0,5.0,1.0,2.0,4.0,3.0,2.0,4.0,,,1.0,0.0,2.0,1.0,,,,,104.0,132.0,36.0,59.0,14.0,13.0,13.0,19.0,,,0,0,,,,,D,,,,,,
CW5RDza8,27.10.2021 20:00,El Ismaily,Al Ahly,0,4,48%,52%,3.0,7.0,1.0,5.0,2.0,2.0,1.0,7.0,,,1.0,1.0,2.0,3.0,,,,,111.0,107.0,37.0,54.0,18.0,11.0,10.0,19.0,,,0,1,,,,,A,,,,,,
bTwF4WLf,27.10.2021 17:30,Pyramids,Misr Lel Makkasa,2,1,52%,48%,12.0,3.0,5.0,3.0,7.0,0.0,9.0,4.0,,,2.0,3.0,2.0,1.0,,,,,130.0,99.0,80.0,46.0,10.0,21.0,23.0,14.0,,,0,0,,,,,H,,,,,,
O69VCfEE,26.10.2021 20:00,Zamalek,Enppi,2,0,54%,46%,10.0,5.0,8.0,2.0,2.0,3.0,5.0,4.0,,,2.0,6.0,3.0,2.0,,,,,125.0,100.0,85.0,59.0,15.0,14.0,22.0,20.0,,,0,0,,,,,H,,,,,,
G4lA5C6l,26.10.2021 17:30,El Gouna,Ceramica Cleopatra,1,1,52%,48%,6.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,,,1.0,1.0,1.0,3.0,,,,,122.0,87.0,58.0,44.0,11.0,10.0,17.0,14.0,,,0,0,,,,,D,,,,,,
pMcvBYrR,26.10.2021 15:00,Arab Contractors,Eastern Company,1,0,52%,48%,8.0,5.0,3.0,0.0,5.0,5.0,1.0,8.0,,,0.0,2.0,2.0,1.0,,,,,121.0,131.0,41.0,62.0,13.0,22.0,20.0,13.0,,,0,0,,,,,H,,,,,,
bTHqkiM7,25.10.2021 20:00,Future FC,Pharco,1,0,53%,47%,10.0,4.0,5.0,1.0,5.0,3.0,4.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,,,87.0,98.0,45.0,54.0,16.0,11.0,17.0,21.0,0.0,0.0,0,0,,,,,H,,,,,,
6VbzCETK,25.10.2021 17:30,Smouha,Al Ittihad,4,4,47%,53%,8.0,7.0,5.0,4.0,3.0,3.0,1.0,4.0,,,1.0,1.0,3.0,3.0,,,,,94.0,124.0,44.0,83.0,13.0,7.0,15.0,14.0,,,0,0,,,,,D,,,,,,
xEk66hir,25.10.2021 15:00,National Bank Egypt,El Gaish,3,0,50%,50%,10.0,11.0,6.0,6.0,4.0,5.0,5.0,9.0,2.0,0.0,6.0,3.0,1.0,2.0,,,,,110.0,100.0,68.0,65.0,13.0,14.0,19.0,19.0,15.0,15.0,0,0,,,,,H,,,,,,
2Fq5rvmQ,26.07.2023 19:30,Al Masry,Al Ahly,0,0,53%,47%,8.0,11.0,5.0,4.0,3.0,7.0,5.0,3.0,2.0,1.0,4.0,5.0,3.0,0.0,,,,,66.0,74.0,32.0,39.0,15.0,16.0,22.0,18.0,14.0,14.0,0,0,,,,,D,,,,,,
G4bVoKGP,23.07.2023 19:30,Pyramids,Al Ahly,3,0,43%,57%,11.0,19.0,5.0,4.0,6.0,15.0,4.0,9.0,,,4.0,2.0,6.0,2.0,,,,,109.0,94.0,54.0,74.0,,,,,,,1,0,,,,,H,,,,,,
rwPmkT2C,19.07.2023 19:30,Al Ahly,Haras El Hodood,1,1,67%,33%,19.0,4.0,6.0,1.0,13.0,3.0,9.0,1.0,,,0.0,5.0,0.0,4.0,,,,,150.0,86.0,94.0,15.0,,,,,,,0,0,,,,,D,,,,,,
G6BJ2nXB,16.07.2023 20:30,Zamalek,Pharco,2,2,64%,36%,15.0,9.0,5.0,4.0,10.0,5.0,2.0,4.0,,,2.0,3.0,3.0,2.0,,,,,110.0,81.0,66.0,43.0,,,,,,,1,0,,,,,D,,,,,,
nX6F3SH5,16.07.2023 18:00,Arab Contractors,Al Ahly,1,4,32%,68%,8.0,13.0,1.0,7.0,7.0,6.0,10.0,5.0,,,3.0,0.0,1.0,0.0,,,,,93.0,112.0,40.0,54.0,,,,,,,0,0,,,,,A,,,,,,
QHI65lmg,15.07.2023 20:30,El Ismaily,Al Ittihad,4,1,44%,56%,9.0,13.0,6.0,5.0,3.0,8.0,1.0,4.0,,,4.0,2.0,2.0,0.0,,,,,56.0,86.0,37.0,53.0,,,,,,,0,0,,,,,H,,,,,,
CEE26UXn,15.07.2023 18:00,Al Masry,Smouha,0,1,51%,49%,13.0,15.0,3.0,4.0,10.0,11.0,4.0,3.0,,,3.0,3.0,3.0,5.0,,,,,117.0,104.0,65.0,50.0,,,,,,,0,0,,,,,A,,,,,,
GrTWBjAP,15.07.2023 18:00,Enppi,Ceramica Cleopatra,1,0,47%,53%,5.0,6.0,2.0,2.0,3.0,4.0,1.0,2.0,,,2.0,1.0,2.0,3.0,,,,,90.0,116.0,27.0,48.0,,,,,,,0,0,,,,,H,,,,,,
x0OilmII,14.07.2023 19:30,Aswan SC,El Daklyeh,2,4,58%,42%,22.0,8.0,8.0,5.0,14.0,3.0,5.0,1.0,,,1.0,6.0,1.0,1.0,,,,,104.0,67.0,64.0,23.0,,,,,,,0,0,,,,,A,,,,,,
GjNem7XO,14.07.2023 19:30,Haras El Hodood,Ghazl El Mahallah,2,1,46%,54%,7.0,19.0,3.0,8.0,4.0,11.0,4.0,13.0,,,7.0,1.0,3.0,1.0,,,,,100.0,114.0,44.0,72.0,,,,,,,0,0,,,,,H,,,,,,
IiFb7AIt,14.07.2023 19:30,National Bank Egypt,Future FC,1,0,50%,50%,7.0,7.0,2.0,1.0,5.0,6.0,2.0,6.0,,,1.0,1.0,0.0,1.0,,,,,120.0,123.0,68.0,81.0,,,,,,,0,0,,,,,H,,,,,,
8t8B482a,14.07.2023 19:30,Pyramids,El Gaish,4,2,56%,44%,8.0,11.0,6.0,6.0,2.0,5.0,2.0,6.0,,,4.0,2.0,5.0,2.0,,,,,104.0,105.0,38.0,52.0,,,,,,,1,0,,,,,H,,,,,,
r9RXwbes,13.07.2023 19:30,Al Ahly,Zamalek,4,1,55%,45%,11.0,10.0,7.0,3.0,4.0,7.0,3.0,1.0,,,2.0,3.0,4.0,2.0,,,,,101.0,119.0,48.0,60.0,,,,,,,0,0,,,,,H,,,,,,
UZKqj9m6,12.07.2023 19:30,Al Ittihad,Arab Contractors,0,0,54%,46%,6.0,11.0,4.0,3.0,2.0,8.0,4.0,5.0,,,3.0,4.0,2.0,2.0,,,,,107.0,95.0,47.0,53.0,,,,,,,0,0,,,,,D,,,,,,
nBVvikYa,11.07.2023 19:30,Smouha,Enppi,2,1,45%,55%,9.0,8.0,7.0,2.0,2.0,6.0,4.0,4.0,,,1.0,5.0,3.0,2.0,,,,,100.0,94.0,49.0,49.0,,,,,,,0,0,,,,,H,,,,,,
8KWzhVIg,10.07.2023 19:30,Ceramica Cleopatra,Pyramids,2,1,59%,41%,9.0,7.0,4.0,4.0,5.0,3.0,2.0,6.0,,,3.0,2.0,1.0,1.0,,,,,69.0,70.0,38.0,46.0,,,,,,,0,0,,,,,H,,,,,,
0fTSgils,10.07.2023 19:30,El Daklyeh,El Ismaily,0,1,62%,38%,14.0,8.0,2.0,2.0,12.0,6.0,5.0,1.0,,,1.0,2.0,2.0,3.0,,,,,135.0,104.0,80.0,37.0,,,,,,,0,0,,,,,A,,,,,,
voSWhB3m,10.07.2023 19:30,El Gaish,Aswan SC,1,0,55%,45%,11.0,3.0,5.0,0.0,6.0,3.0,1.0,8.0,0.0,1.0,0.0,4.0,4.0,2.0,,,,,168.0,118.0,153.0,74.0,8.0,4.0,27.0,17.0,4.0,8.0,0,0,,,,,H,,,,,,
KdFbBJJE,10.07.2023 19:30,Ghazl El Mahallah,National Bank Egypt,0,0,50%,50%,18.0,6.0,3.0,1.0,15.0,5.0,6.0,1.0,,,1.0,3.0,2.0,2.0,,,,,137.0,96.0,81.0,39.0,,,,,,,0,0,,,,,D,,,,,,
MBdeCa48,09.07.2023 19:30,Pharco,Al Masry,0,3,58%,42%,7.0,7.0,2.0,4.0,5.0,3.0,6.0,1.0,,,1.0,2.0,1.0,3.0,,,,,127.0,94.0,47.0,35.0,,,,,,,1,0,,,,,A,,,,,,
888DmGR7,08.07.2023 20:00,Future FC,Zamalek,2,3,50%,50%,10.0,8.0,2.0,6.0,8.0,2.0,7.0,3.0,,,3.0,0.0,4.0,4.0,,,,,91.0,124.0,56.0,46.0,,,,,,,1,0,,,,,A,,,,,,
YPdBq9Y5,08.07.2023 18:00,Al Ittihad,Al Ahly,0,2,42%,58%,9.0,9.0,1.0,2.0,8.0,7.0,1.0,3.0,,,0.0,1.0,4.0,2.0,,,,,76.0,82.0,42.0,53.0,,,,,,,1,0,,,,,A,,,,,,
AkpNHaqd,05.07.2023 19:30,Al Ahly,El Ismaily,1,0,62%,38%,16.0,5.0,6.0,2.0,10.0,3.0,8.0,1.0,,,2.0,5.0,2.0,1.0,,,,,86.0,63.0,73.0,32.0,,,,,,,0,0,,,,,H,,,,,,
URrkQQWi,02.07.2023 19:30,Future FC,Al Ahly,0,0,43%,57%,5.0,28.0,1.0,6.0,4.0,22.0,1.0,15.0,,,6.0,1.0,1.0,1.0,,,,,81.0,92.0,31.0,94.0,,,,,,,0,0,,,,,D,,,,,,
