id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Goal Kicks_home,Goal Kicks_away,Blocked Shots_home,Blocked Shots_away,result,Tackles_home,Tackles_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away
UD3GBRHb,05.04.2023 21:15,Al Ahly,Ghazl El Mahallah,3,0,67%,33%,27.0,6.0,9.0,1.0,14.0,5.0,8.0,4.0,3.0,2.0,1.0,6.0,0.0,2.0,631.0,302.0,555.0,222.0,141.0,90.0,78.0,28.0,8.0,10.0,20.0,21.0,8.0,9.0,0,0,,,4.0,0.0,H,19.0,14.0,,,,
xv7O95nB,05.04.2023 21:15,Arab Contractors,Pyramids,0,0,36%,64%,6.0,13.0,1.0,2.0,3.0,7.0,5.0,4.0,4.0,5.0,2.0,1.0,1.0,0.0,321.0,573.0,199.0,461.0,102.0,118.0,54.0,67.0,18.0,12.0,26.0,25.0,8.0,13.0,0,0,,,2.0,4.0,D,27.0,15.0,,,,
KIx65jeP,04.04.2023 21:15,Al Masry,Zamalek,3,2,50%,50%,18.0,9.0,4.0,2.0,11.0,5.0,11.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,353.0,359.0,255.0,250.0,101.0,111.0,63.0,48.0,11.0,12.0,23.0,17.0,16.0,12.0,0,0,,,3.0,2.0,H,8.0,24.0,,,,
8bF7Dmmn,04.04.2023 21:15,Aswan SC,Smouha,1,1,63%,37%,11.0,10.0,1.0,3.0,7.0,2.0,2.0,5.0,3.0,2.0,2.0,0.0,2.0,1.0,489.0,283.0,335.0,148.0,104.0,98.0,75.0,61.0,15.0,14.0,29.0,38.0,16.0,15.0,0,0,,,3.0,5.0,D,28.0,19.0,,,,
feB3ETXu,04.04.2023 21:15,El Daklyeh,Pharco,0,0,56%,44%,7.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,,,,,114.0,90.0,60.0,54.0,21.0,18.0,30.0,24.0,17.0,22.0,0,0,,,0.0,0.0,D,,,,,,
jN4CC72h,03.04.2023 21:15,El Ismaily,Ceramica Cleopatra,1,1,43%,57%,7.0,11.0,3.0,3.0,4.0,6.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,357.0,462.0,261.0,375.0,114.0,120.0,36.0,53.0,16.0,15.0,17.0,24.0,17.0,14.0,0,0,,,0.0,2.0,D,18.0,16.0,,,,
vqyffQnO,03.04.2023 21:15,Haras El Hodood,Enppi,0,1,62%,38%,14.0,10.0,3.0,4.0,10.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,491.0,301.0,387.0,212.0,86.0,96.0,51.0,38.0,12.0,13.0,23.0,18.0,14.0,15.0,0,0,,,1.0,3.0,A,22.0,17.0,,,,
KtLhdnIB,31.03.2023 21:15,Ghazl El Mahallah,Al Ittihad,2,0,41%,59%,13.0,16.0,6.0,3.0,6.0,7.0,8.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,329.0,477.0,234.0,378.0,129.0,136.0,89.0,91.0,7.0,16.0,21.0,15.0,13.0,8.0,0,0,,,1.0,6.0,H,12.0,9.0,,,,
CGHpb8ma,31.03.2023 21:15,Pharco,Aswan SC,0,0,47%,53%,15.0,4.0,4.0,2.0,6.0,2.0,6.0,1.0,0.0,7.0,2.0,4.0,1.0,1.0,338.0,399.0,232.0,283.0,131.0,110.0,68.0,43.0,20.0,11.0,22.0,26.0,12.0,15.0,0,0,,,5.0,0.0,D,9.0,18.0,,,,
IDbNt7IO,30.03.2023 21:15,Ceramica Cleopatra,Arab Contractors,0,0,52%,48%,3.0,9.0,1.0,0.0,2.0,5.0,2.0,5.0,3.0,2.0,0.0,1.0,4.0,1.0,,,,,124.0,107.0,40.0,47.0,24.0,15.0,22.0,22.0,16.0,24.0,0,0,,,0.0,4.0,D,,,,,,
QJLlcS25,30.03.2023 21:15,Enppi,National Bank Egypt,2,1,32%,68%,6.0,7.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,249.0,509.0,138.0,406.0,85.0,114.0,36.0,58.0,12.0,14.0,14.0,25.0,17.0,14.0,1,0,,,1.0,2.0,H,17.0,8.0,,,,
bXJde6XH,30.03.2023 21:15,Smouha,El Ismaily,1,3,50%,50%,11.0,10.0,8.0,6.0,3.0,4.0,10.0,4.0,3.0,3.0,3.0,7.0,2.0,2.0,414.0,409.0,308.0,297.0,137.0,129.0,96.0,88.0,18.0,12.0,21.0,21.0,12.0,17.0,0,0,,,0.0,0.0,A,18.0,28.0,,,,
CGeFrTmC,13.03.2023 17:00,National Bank Egypt,Pyramids,2,1,34%,66%,10.0,17.0,5.0,4.0,5.0,5.0,8.0,7.0,1.0,1.0,3.0,3.0,3.0,1.0,292.0,571.0,182.0,444.0,85.0,136.0,42.0,77.0,6.0,18.0,13.0,23.0,18.0,5.0,0,0,,,0.0,8.0,H,15.0,22.0,,,,
Gl26pkJa,12.03.2023 18:00,Zamalek,Enppi,0,2,71%,29%,16.0,9.0,3.0,3.0,10.0,5.0,2.0,6.0,4.0,1.0,1.0,3.0,3.0,1.0,596.0,241.0,499.0,132.0,134.0,96.0,79.0,43.0,9.0,8.0,33.0,28.0,5.0,11.0,0,0,,,3.0,1.0,A,18.0,22.0,,,,
6weJsm3I,12.03.2023 14:00,Aswan SC,Future FC,1,2,46%,54%,11.0,6.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,4.0,0.0,349.0,432.0,229.0,320.0,128.0,143.0,88.0,59.0,9.0,16.0,30.0,31.0,14.0,11.0,0,0,,,4.0,1.0,A,15.0,16.0,,,,
ry4bnBlm,11.03.2023 18:00,Arab Contractors,Smouha,0,1,58%,42%,17.0,7.0,5.0,2.0,9.0,4.0,9.0,3.0,4.0,0.0,1.0,5.0,2.0,3.0,422.0,314.0,316.0,204.0,120.0,101.0,73.0,45.0,10.0,23.0,37.0,22.0,20.0,13.0,0,0,,,3.0,1.0,A,15.0,21.0,,,,
xb32oV3g,08.03.2023 17:00,El Ismaily,Pharco,0,0,59%,41%,10.0,9.0,1.0,3.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,441.0,305.0,340.0,204.0,101.0,93.0,50.0,46.0,15.0,15.0,18.0,32.0,14.0,14.0,0,1,,,3.0,1.0,D,9.0,10.0,,,,
IwEVSsxi,07.03.2023 16:00,Al Ahly,Arab Contractors,2,1,51%,49%,5.0,13.0,3.0,5.0,1.0,5.0,6.0,9.0,0.0,2.0,4.0,1.0,3.0,1.0,430.0,396.0,312.0,288.0,118.0,134.0,36.0,65.0,14.0,11.0,16.0,20.0,13.0,13.0,0,0,,,1.0,3.0,H,19.0,17.0,,,,
UXafmiZt,06.03.2023 16:00,Al Masry,El Gaish,1,0,41%,59%,15.0,8.0,6.0,1.0,4.0,2.0,4.0,9.0,1.0,2.0,1.0,5.0,4.0,2.0,284.0,406.0,190.0,287.0,118.0,132.0,39.0,45.0,13.0,14.0,28.0,29.0,16.0,12.0,0,0,,,5.0,5.0,H,18.0,30.0,,,,
OjNRiXQP,06.03.2023 14:00,El Daklyeh,Ghazl El Mahallah,2,1,37%,63%,14.0,7.0,4.0,2.0,6.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,276.0,471.0,167.0,373.0,90.0,121.0,37.0,65.0,5.0,11.0,21.0,34.0,12.0,5.0,0,0,,,4.0,3.0,H,24.0,20.0,,,,
p0ONhDBJ,05.03.2023 17:00,Haras El Hodood,Ceramica Cleopatra,0,0,42%,58%,8.0,7.0,1.0,2.0,6.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,301.0,427.0,188.0,330.0,95.0,118.0,36.0,60.0,15.0,14.0,20.0,28.0,13.0,17.0,0,0,,,1.0,2.0,D,28.0,12.0,,,,
WrLtUTYI,03.03.2023 18:00,Pyramids,Zamalek,0,0,52%,48%,11.0,9.0,2.0,1.0,3.0,5.0,7.0,9.0,3.0,1.0,1.0,2.0,3.0,2.0,434.0,394.0,349.0,304.0,97.0,104.0,56.0,58.0,21.0,22.0,15.0,26.0,20.0,19.0,0,0,,,6.0,3.0,D,17.0,9.0,,,,
hhMxV9JC,03.03.2023 16:00,Future FC,El Ismaily,0,0,62%,38%,14.0,7.0,4.0,1.0,10.0,4.0,7.0,3.0,5.0,1.0,1.0,4.0,3.0,2.0,551.0,341.0,463.0,245.0,132.0,105.0,65.0,40.0,13.0,16.0,27.0,21.0,10.0,13.0,0,0,,,0.0,2.0,D,13.0,20.0,,,,
dQSTWVl0,01.03.2023 17:00,Pharco,Arab Contractors,2,1,50%,50%,14.0,13.0,7.0,5.0,3.0,3.0,9.0,7.0,0.0,6.0,4.0,5.0,2.0,2.0,344.0,335.0,236.0,218.0,92.0,81.0,56.0,43.0,16.0,13.0,30.0,24.0,12.0,13.0,0,0,,,4.0,5.0,H,14.0,20.0,,,,
ATWXVk46,28.02.2023 18:00,Al Ahly,El Daklyeh,1,1,69%,31%,17.0,9.0,4.0,5.0,9.0,2.0,7.0,3.0,6.0,1.0,4.0,3.0,2.0,4.0,602.0,273.0,505.0,163.0,114.0,87.0,80.0,41.0,20.0,15.0,27.0,17.0,10.0,22.0,0,1,,,4.0,2.0,D,15.0,16.0,,,,
23TPXBZg,28.02.2023 16:00,Ceramica Cleopatra,National Bank Egypt,2,1,54%,46%,19.0,7.0,12.0,4.0,5.0,2.0,7.0,5.0,0.0,2.0,3.0,10.0,2.0,3.0,,,,,95.0,66.0,60.0,30.0,11.0,11.0,16.0,18.0,11.0,9.0,0,0,,,2.0,1.0,H,,,,,,
OCULYiKm,28.02.2023 16:00,Enppi,Al Masry,1,2,62%,38%,17.0,9.0,6.0,2.0,10.0,4.0,6.0,6.0,1.0,2.0,0.0,5.0,2.0,0.0,474.0,296.0,384.0,209.0,107.0,102.0,79.0,64.0,7.0,5.0,26.0,24.0,6.0,8.0,0,1,,,1.0,3.0,A,25.0,13.0,,,,
6yzHZX4s,27.02.2023 18:00,El Gaish,Al Ittihad,3,4,55%,45%,15.0,11.0,9.0,6.0,4.0,3.0,7.0,2.0,5.0,0.0,2.0,6.0,3.0,5.0,439.0,374.0,336.0,271.0,140.0,115.0,85.0,50.0,17.0,11.0,27.0,22.0,8.0,20.0,0,1,,,2.0,2.0,A,22.0,16.0,,,,
zkDqhtL8,27.02.2023 14:00,Ghazl El Mahallah,Aswan SC,1,2,59%,41%,10.0,17.0,2.0,6.0,6.0,8.0,5.0,6.0,1.0,4.0,4.0,1.0,1.0,7.0,467.0,319.0,365.0,231.0,89.0,75.0,50.0,54.0,14.0,12.0,35.0,23.0,12.0,12.0,0,0,,,2.0,3.0,A,16.0,21.0,,,,
UBCmi0zF,26.02.2023 16:00,Smouha,Haras El Hodood,3,0,54%,46%,19.0,7.0,4.0,3.0,8.0,4.0,7.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,428.0,365.0,318.0,255.0,107.0,96.0,62.0,33.0,11.0,16.0,23.0,19.0,13.0,12.0,0,0,,,7.0,0.0,H,10.0,13.0,,,,
M9VdUxT1,22.02.2023 18:00,Al Masry,Pyramids,0,0,44%,56%,7.0,8.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,321.0,463.0,204.0,345.0,97.0,119.0,38.0,44.0,12.0,28.0,23.0,25.0,26.0,13.0,0,0,,,3.0,2.0,D,11.0,8.0,,,,
OE9ugM52,22.02.2023 16:00,Arab Contractors,Future FC,0,0,45%,55%,13.0,11.0,4.0,4.0,7.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,348.0,532.0,265.0,431.0,110.0,120.0,47.0,48.0,5.0,19.0,15.0,28.0,16.0,6.0,0,0,,,2.0,3.0,D,27.0,15.0,,,,
zgTpXvqq,21.02.2023 18:00,Haras El Hodood,Pharco,0,0,49%,51%,2.0,5.0,0.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,,,,,115.0,109.0,43.0,78.0,20.0,19.0,24.0,20.0,17.0,11.0,0,0,,,0.0,0.0,D,,,,,,
UBjIyLzS,21.02.2023 16:00,El Ismaily,Ghazl El Mahallah,1,1,47%,53%,11.0,14.0,4.0,9.0,4.0,2.0,4.0,6.0,5.0,2.0,8.0,3.0,4.0,4.0,344.0,387.0,277.0,312.0,104.0,107.0,60.0,66.0,4.0,20.0,16.0,22.0,17.0,5.0,0,1,,,3.0,3.0,D,22.0,24.0,,,,
EqSlWbbk,21.02.2023 13:45,Aswan SC,Al Ahly,0,3,49%,51%,4.0,20.0,3.0,10.0,1.0,5.0,1.0,5.0,1.0,2.0,7.0,3.0,,,425.0,451.0,315.0,345.0,120.0,125.0,39.0,65.0,13.0,6.0,28.0,29.0,6.0,12.0,0,0,,,0.0,5.0,A,20.0,19.0,,,,
G8nEx1LL,20.02.2023 18:00,Enppi,El Gaish,0,0,46%,54%,5.0,4.0,1.0,1.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,378.0,423.0,267.0,300.0,119.0,124.0,33.0,52.0,16.0,13.0,24.0,27.0,13.0,17.0,0,0,,,0.0,1.0,D,15.0,17.0,,,,
MomAws6F,20.02.2023 16:00,El Daklyeh,Al Ittihad,1,2,45%,55%,14.0,15.0,6.0,5.0,8.0,9.0,8.0,7.0,1.0,0.0,3.0,5.0,1.0,0.0,353.0,443.0,245.0,347.0,107.0,115.0,62.0,59.0,6.0,7.0,18.0,35.0,7.0,6.0,0,0,,,0.0,1.0,A,29.0,12.0,,,,
rel6vNj9,19.02.2023 16:00,National Bank Egypt,Smouha,2,2,34%,66%,9.0,18.0,5.0,4.0,3.0,10.0,2.0,9.0,3.0,0.0,2.0,3.0,3.0,0.0,263.0,494.0,166.0,396.0,82.0,122.0,29.0,68.0,9.0,11.0,14.0,16.0,12.0,12.0,1,0,,,1.0,4.0,D,16.0,10.0,,,,
OhY4tqMd,16.02.2023 18:00,Pyramids,Enppi,2,1,61%,39%,9.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,9.0,2.0,0.0,1.0,3.0,5.0,555.0,357.0,466.0,263.0,146.0,85.0,70.0,27.0,17.0,20.0,18.0,17.0,15.0,16.0,0,0,,,3.0,1.0,H,19.0,11.0,,,,
2qX8u3y3,16.02.2023 16:00,Future FC,Haras El Hodood,1,0,66%,34%,15.0,8.0,4.0,3.0,7.0,5.0,5.0,4.0,6.0,0.0,3.0,3.0,3.0,3.0,652.0,336.0,571.0,248.0,154.0,96.0,76.0,32.0,5.0,14.0,28.0,16.0,10.0,7.0,1,0,,,4.0,0.0,H,28.0,21.0,,,,
dntJIuUk,13.02.2023 18:00,Smouha,Zamalek,1,3,48%,52%,21.0,13.0,9.0,8.0,6.0,4.0,8.0,1.0,1.0,2.0,5.0,8.0,2.0,0.0,343.0,384.0,259.0,295.0,107.0,95.0,73.0,38.0,10.0,11.0,21.0,16.0,11.0,11.0,0,0,,,6.0,1.0,A,14.0,18.0,,,,
ENjEJLEq,12.02.2023 17:00,Ceramica Cleopatra,Al Masry,3,0,45%,55%,13.0,16.0,4.0,4.0,6.0,6.0,0.0,3.0,3.0,4.0,4.0,1.0,,,356.0,416.0,255.0,317.0,101.0,144.0,43.0,60.0,19.0,30.0,16.0,22.0,32.0,16.0,0,1,,,3.0,6.0,H,28.0,28.0,,,,
CE4nO16S,11.02.2023 18:00,El Gaish,El Daklyeh,0,1,65%,35%,20.0,7.0,3.0,4.0,12.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,7.0,2.0,563.0,316.0,432.0,195.0,130.0,104.0,82.0,58.0,17.0,6.0,29.0,18.0,7.0,18.0,0,0,,,5.0,0.0,A,10.0,7.0,,,,
ru0rPsiM,11.02.2023 16:00,Pharco,National Bank Egypt,1,0,30%,70%,5.0,12.0,2.0,3.0,2.0,8.0,1.0,6.0,1.0,4.0,3.0,1.0,4.0,2.0,228.0,523.0,126.0,407.0,87.0,139.0,39.0,75.0,14.0,16.0,23.0,25.0,19.0,10.0,1,0,,,1.0,1.0,H,9.0,14.0,,,,
4l1vQNyG,10.02.2023 17:00,Ghazl El Mahallah,Arab Contractors,0,3,64%,36%,13.0,18.0,4.0,7.0,5.0,7.0,6.0,6.0,1.0,3.0,4.0,4.0,3.0,1.0,454.0,248.0,358.0,157.0,101.0,92.0,63.0,69.0,16.0,7.0,23.0,19.0,10.0,14.0,0,0,,,4.0,4.0,A,12.0,17.0,,,,
MPBZQ3M9,09.02.2023 13:45,Al Ittihad,Aswan SC,2,0,61%,39%,15.0,8.0,7.0,3.0,6.0,3.0,9.0,3.0,2.0,3.0,3.0,5.0,2.0,0.0,548.0,352.0,469.0,252.0,121.0,92.0,60.0,42.0,10.0,22.0,10.0,17.0,22.0,8.0,1,1,,,2.0,2.0,H,17.0,26.0,,,,
OvgWRq73,07.02.2023 18:00,Future FC,National Bank Egypt,3,0,52%,48%,10.0,6.0,6.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,4.0,528.0,459.0,440.0,364.0,96.0,111.0,46.0,63.0,10.0,10.0,14.0,30.0,9.0,11.0,0,0,,,3.0,0.0,H,27.0,18.0,,,,
UHgSSPic,07.02.2023 16:00,El Gaish,Pyramids,0,1,51%,49%,11.0,5.0,1.0,2.0,8.0,3.0,4.0,1.0,5.0,0.0,1.0,1.0,2.0,4.0,472.0,466.0,388.0,383.0,122.0,107.0,60.0,39.0,23.0,17.0,20.0,18.0,14.0,25.0,1,1,,,2.0,0.0,A,16.0,19.0,,,,
jRfOT5xi,07.02.2023 13:45,Smouha,Al Masry,1,1,59%,41%,10.0,13.0,1.0,3.0,7.0,9.0,5.0,8.0,1.0,5.0,2.0,0.0,2.0,4.0,428.0,287.0,315.0,178.0,113.0,100.0,48.0,59.0,28.0,15.0,19.0,17.0,16.0,24.0,0,0,,,2.0,1.0,D,16.0,23.0,,,,
vmFRTNMp,06.02.2023 16:00,Pharco,Zamalek,3,0,40%,60%,10.0,12.0,3.0,3.0,7.0,2.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,0.0,351.0,504.0,238.0,390.0,106.0,126.0,47.0,64.0,14.0,9.0,25.0,28.0,9.0,14.0,0,0,,,0.0,7.0,H,19.0,23.0,,,,
84OeZqaN,05.02.2023 18:00,Al Ittihad,El Ismaily,1,1,68%,32%,14.0,9.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,6.0,2.0,1.0,3.0,0.0,521.0,253.0,428.0,168.0,122.0,100.0,52.0,39.0,20.0,14.0,22.0,22.0,13.0,18.0,0,0,,,6.0,4.0,D,12.0,22.0,,,,
M7SaY3ET,05.02.2023 18:00,Ceramica Cleopatra,Enppi,0,1,70%,30%,12.0,4.0,2.0,4.0,8.0,0.0,3.0,2.0,6.0,1.0,3.0,2.0,0.0,3.0,585.0,249.0,479.0,131.0,137.0,82.0,79.0,40.0,6.0,17.0,38.0,18.0,12.0,8.0,0,1,,,2.0,0.0,A,8.0,33.0,,,,
nkzmy6UA,05.02.2023 13:45,El Daklyeh,Aswan SC,1,2,58%,42%,22.0,11.0,4.0,6.0,7.0,2.0,11.0,3.0,0.0,3.0,4.0,3.0,1.0,2.0,377.0,301.0,260.0,212.0,124.0,91.0,101.0,24.0,12.0,8.0,37.0,19.0,11.0,9.0,0,0,,,11.0,3.0,A,8.0,8.0,,,,
QuZjzQqH,05.02.2023 13:45,Ghazl El Mahallah,Haras El Hodood,1,2,65%,35%,15.0,10.0,4.0,5.0,9.0,3.0,8.0,1.0,6.0,0.0,3.0,3.0,2.0,3.0,471.0,260.0,389.0,169.0,128.0,91.0,86.0,34.0,10.0,22.0,23.0,16.0,16.0,11.0,0,0,,,2.0,2.0,A,7.0,14.0,,,,
vPzqxnF4,30.01.2023 16:00,National Bank Egypt,Ghazl El Mahallah,2,2,42%,58%,7.0,9.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,390.0,525.0,300.0,443.0,63.0,59.0,19.0,13.0,5.0,16.0,28.0,22.0,17.0,4.0,0,0,,,1.0,1.0,D,20.0,10.0,,,,
46rWvlVo,29.01.2023 18:00,Pyramids,Ceramica Cleopatra,2,2,43%,57%,8.0,14.0,3.0,4.0,3.0,6.0,3.0,9.0,1.0,4.0,2.0,1.0,0.0,4.0,382.0,498.0,280.0,407.0,72.0,100.0,29.0,71.0,8.0,11.0,25.0,16.0,10.0,8.0,1,0,,,2.0,4.0,D,20.0,13.0,,,,
0YyuwSab,29.01.2023 18:00,Zamalek,Future FC,2,1,41%,59%,12.0,20.0,8.0,5.0,3.0,8.0,2.0,3.0,1.0,2.0,4.0,6.0,0.0,2.0,355.0,491.0,262.0,397.0,101.0,133.0,41.0,67.0,9.0,12.0,31.0,25.0,12.0,7.0,0,0,,,1.0,7.0,H,8.0,18.0,,,,
j3flG4ho,29.01.2023 13:45,Enppi,Smouha,0,2,62%,38%,13.0,8.0,2.0,6.0,6.0,1.0,9.0,3.0,1.0,5.0,4.0,2.0,2.0,0.0,459.0,304.0,343.0,199.0,141.0,99.0,85.0,32.0,14.0,20.0,41.0,20.0,19.0,12.0,0,0,,,5.0,1.0,A,14.0,10.0,,,,
lf8MKppU,28.01.2023 16:00,Al Masry,Pharco,1,2,64%,36%,17.0,10.0,5.0,5.0,8.0,3.0,10.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,490.0,287.0,379.0,179.0,133.0,86.0,78.0,30.0,18.0,14.0,20.0,11.0,12.0,22.0,1,0,,,4.0,2.0,A,23.0,14.0,,,,
WIDHLQUN,27.01.2023 18:00,Arab Contractors,Al Ittihad,0,0,49%,51%,14.0,6.0,4.0,1.0,8.0,2.0,12.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,339.0,351.0,257.0,248.0,114.0,113.0,62.0,41.0,11.0,20.0,22.0,26.0,17.0,11.0,0,0,,,2.0,3.0,D,13.0,16.0,,,,
hSEDM6FH,27.01.2023 16:00,El Ismaily,El Daklyeh,3,1,40%,60%,10.0,14.0,4.0,3.0,4.0,7.0,7.0,4.0,3.0,5.0,2.0,1.0,2.0,0.0,268.0,387.0,168.0,300.0,93.0,116.0,49.0,62.0,13.0,19.0,27.0,36.0,16.0,8.0,0,0,,,2.0,4.0,H,29.0,15.0,,,,
b5F9Nn0B,27.01.2023 13:45,Aswan SC,El Gaish,2,2,54%,46%,16.0,17.0,4.0,4.0,10.0,9.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,480.0,422.0,366.0,319.0,125.0,123.0,64.0,55.0,12.0,9.0,31.0,20.0,7.0,10.0,0,0,,,2.0,4.0,D,10.0,17.0,,,,
nVB5OSp5,24.01.2023 18:00,Al Ahly,National Bank Egypt,1,0,52%,48%,18.0,5.0,8.0,0.0,7.0,5.0,9.0,3.0,2.0,4.0,0.0,7.0,0.0,1.0,445.0,397.0,343.0,294.0,102.0,99.0,63.0,44.0,20.0,9.0,18.0,23.0,9.0,18.0,0,0,,,3.0,0.0,H,19.0,27.0,,,,
46M0P8Vb,24.01.2023 18:00,Smouha,Pyramids,1,2,40%,60%,10.0,8.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,304.0,463.0,193.0,354.0,85.0,100.0,49.0,47.0,18.0,19.0,14.0,19.0,16.0,16.0,0,1,,,2.0,2.0,A,13.0,14.0,,,,
QFNdQlGh,24.01.2023 16:00,Ghazl El Mahallah,Zamalek,2,1,42%,58%,8.0,32.0,6.0,5.0,2.0,17.0,3.0,7.0,3.0,1.0,4.0,4.0,,,337.0,436.0,238.0,345.0,78.0,135.0,31.0,102.0,10.0,8.0,19.0,24.0,10.0,11.0,0,0,,,0.0,10.0,H,17.0,16.0,,,,
dtJhRU0n,24.01.2023 13:45,Future FC,Al Masry,1,1,55%,45%,8.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,425.0,344.0,317.0,248.0,101.0,96.0,50.0,46.0,24.0,14.0,25.0,25.0,16.0,24.0,0,0,,,2.0,2.0,D,42.0,14.0,,,,
IkKlSAot,23.01.2023 18:00,Al Ittihad,Haras El Hodood,1,0,64%,36%,15.0,10.0,2.0,4.0,6.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,551.0,310.0,455.0,224.0,99.0,82.0,75.0,42.0,12.0,11.0,16.0,16.0,13.0,13.0,0,0,,,7.0,2.0,H,16.0,11.0,,,,
IBHtKDgJ,23.01.2023 18:00,Ceramica Cleopatra,El Gaish,0,0,57%,43%,15.0,7.0,0.0,2.0,14.0,4.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,509.0,389.0,414.0,291.0,142.0,116.0,68.0,32.0,10.0,16.0,29.0,13.0,15.0,10.0,0,0,,,1.0,1.0,D,19.0,32.0,,,,
48DxLgvD,23.01.2023 13:45,Aswan SC,El Ismaily,0,0,63%,37%,9.0,10.0,1.0,3.0,7.0,7.0,5.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,422.0,260.0,318.0,162.0,80.0,86.0,57.0,45.0,15.0,19.0,27.0,29.0,19.0,16.0,0,0,,,1.0,0.0,D,16.0,22.0,,,,
AoEYLZO6,23.01.2023 13:45,Pharco,Enppi,0,1,59%,41%,11.0,9.0,0.0,4.0,9.0,4.0,6.0,4.0,6.0,1.0,3.0,0.0,2.0,2.0,457.0,314.0,342.0,204.0,101.0,96.0,53.0,41.0,14.0,10.0,26.0,20.0,8.0,18.0,0,0,,,2.0,1.0,A,14.0,15.0,,,,
WfFUMF90,22.01.2023 16:00,El Daklyeh,Arab Contractors,1,2,39%,61%,2.0,21.0,2.0,6.0,0.0,4.0,1.0,9.0,0.0,2.0,4.0,1.0,3.0,3.0,302.0,457.0,189.0,345.0,102.0,113.0,31.0,64.0,15.0,19.0,25.0,25.0,18.0,15.0,2,0,,,0.0,11.0,A,19.0,13.0,,,,
4YrYNeff,21.01.2023 19:30,Zamalek,Al Ahly,0,3,54%,46%,11.0,13.0,3.0,8.0,6.0,3.0,7.0,3.0,0.0,3.0,5.0,3.0,0.0,2.0,450.0,395.0,374.0,320.0,110.0,97.0,57.0,48.0,16.0,3.0,29.0,17.0,3.0,16.0,0,0,,,2.0,2.0,A,13.0,24.0,,,,
QspUOyul,20.01.2023 18:00,Ceramica Cleopatra,Smouha,0,2,70%,30%,15.0,8.0,5.0,3.0,6.0,4.0,7.0,0.0,3.0,1.0,1.0,5.0,1.0,2.0,528.0,227.0,413.0,113.0,140.0,91.0,79.0,25.0,20.0,12.0,34.0,15.0,11.0,21.0,0,0,,,4.0,1.0,A,9.0,20.0,,,,
WKpQPHPs,20.01.2023 16:00,Al Masry,Ghazl El Mahallah,1,1,44%,56%,16.0,13.0,7.0,7.0,5.0,3.0,3.0,8.0,1.0,3.0,6.0,6.0,4.0,1.0,330.0,426.0,239.0,327.0,128.0,99.0,67.0,52.0,19.0,8.0,27.0,16.0,8.0,18.0,0,0,,,4.0,3.0,D,10.0,23.0,,,,
